index,exposure_id,exp_createdate,exp_claim_id,exp_lossparty,exp_coverage_id,exp_incident_id,exp_vehicle_id,exp_group,exp_type,exp_closedate,exp_status,exp_resolution
166,EXP01-10004,2018-04-10,CLM01-1007442,Insured,COV01-1000001,INC01-100166,F29312BDF9B847E2,Fire/Theft,COL,2018-05-09,Closed,Reported in siu
167,EXP01-10004,2018-01-23,CLM01-1002691,Thirdparty,COV01-1000002,INC01-100167,D78B009231864F5F,Fire/Theft,COL,,Open,Rejected
168,EXP01-10003,2018-10-02,CLM01-1006660,Insured,COV01-1000001,INC01-100168,7BE845FBD406481B,Total Loss,COMP,2018-10-26,Closed,Rejected
169,EXP01-10001,2018-10-03,CLM01-1004223,Thirdparty,COV01-1000002,INC01-100169,C58F5149E8274323,FastTrack,GLASS,,Open,Closed with payments
170,EXP01-10004,2018-03-24,CLM01-1003212,Insured,COV01-1000002,INC01-100170,B8D6590D1B564E79,houseowners Low Compound,COL,2018-04-25,Closed,Closed without payment
171,EXP01-10003,2018-02-04,CLM01-1009995,Insured,COV01-1000001,INC01-100171,1694C36CAF384493,Fire/Theft,COMP,2018-03-03,Closed,Closed with payments
172,EXP01-10005,2018-07-24,CLM01-1001202,Insured,COV01-1000002,INC01-100172,37B0F05A41E746F4,General,PD,,Open,Closed with payments
173,EXP01-10003,2018-01-29,CLM01-1000701,Insured,COV01-1000001,INC01-100173,339FE39BDCAE4F49,houseowners compound,COMP,2018-02-26,Closed,Duplicate
174,EXP01-10002,2018-03-30,CLM01-1010150,Thirdparty,COV01-1000004,INC01-100174,313AEF0CE0D143CD,General,BI,2018-04-26,Closed,Duplicate
175,EXP01-10005,2019-01-31,CLM01-1010440,Insured,COV01-1000002,INC01-100175,0300B058A2444F7E,Analyst Vendor IPD,PD,,Open,Closed without payment
176,EXP01-10005,2018-11-26,CLM01-1004085,Thirdparty,COV01-1000002,INC01-100176,8688745CEAD04E3E,Glass,PD,,Open,Rejected
177,EXP01-10003,2018-12-01,CLM01-1008087,Insured,COV01-1000001,INC01-100177,8D7C2300DFAC40DE,Medical Claims,COMP,,Open,Duplicate
178,EXP01-10004,2018-08-09,CLM01-1007642,Thirdparty,COV01-1000002,INC01-100178,E8577F69381546B0,Fire/Theft,COL,2018-09-05,Closed,Closed without payment
179,EXP01-10002,2018-12-22,CLM01-1004919,Insured,COV01-1000003,INC01-100179,872D1DD0342C40CA,Fire/Theft,BI,,Open,Duplicate
180,EXP01-10001,2018-03-31,CLM01-1002777,Insured,COV01-1000002,INC01-100180,6857A1398DC2438E,houseowners Low Compound,GLASS,2018-04-08,Closed,Closed with payments
181,EXP01-10002,2018-10-19,CLM01-1007615,Insured,COV01-1000002,INC01-100181,A5ED2466B0614D85,Fire/Theft,BI,,Open,Rejected
182,EXP01-10003,2018-01-08,CLM01-1008257,Thirdparty,COV01-1000001,INC01-100182,E212D8ECC18C484E,Injury,COMP,2018-02-10,Closed,Closed without payment
183,EXP01-10001,2018-03-27,CLM01-1002844,Insured,COV01-1000001,INC01-100183,75FB2DE72AC040A5,Glass,GLASS,2018-04-07,Closed,Reported in siu
184,EXP01-10003,2018-06-08,CLM01-1002985,Insured,COV01-1000001,INC01-100184,E0EDE3254F4A4857,General,COMP,2018-07-04,Closed,Duplicate
185,EXP01-10005,2018-05-28,CLM01-1000359,Insured,COV01-1000001,INC01-100185,BED6151821B84E90,Fire/Theft,PD,2018-06-21,Closed,Rejected
186,EXP01-10004,2018-05-15,CLM01-1009914,Insured,COV01-1000002,INC01-100186,1E93BF10EF2B4F9D,FastTrack,COL,2018-06-11,Closed,Closed without payment
187,EXP01-10003,2019-01-22,CLM01-1002094,Thirdparty,COV01-1000001,INC01-100187,08D91AD7146D412A,General,COMP,,Open,Closed with payments
188,EXP01-10002,2018-10-08,CLM01-1004022,Thirdparty,COV01-1000002,INC01-100188,3AE8436B5A854C70,General,BI,,Open,Duplicate
189,EXP01-10001,2019-01-26,CLM01-1006240,Thirdparty,COV01-1000002,INC01-100189,D51353C74C374CD0,Injury-Compound,GLASS,2019-02-02,Closed,Rejected
190,EXP01-10003,2018-08-14,CLM01-1009839,Insured,COV01-1000001,INC01-100190,7B4668217966469E,houseowners compound,COMP,2018-09-11,Closed,Rejected
191,EXP01-10002,2018-05-10,CLM01-1003519,Thirdparty,COV01-1000002,INC01-100191,DA8BC53C2F2C46E0,Salvage,BI,2018-06-08,Closed,Closed without payment
192,EXP01-10003,2018-09-28,CLM01-1004579,Thirdparty,COV01-1000002,INC01-100192,27A273B5BD6641B9,Medical Claims,COMP,2018-10-26,Closed,Rejected
193,EXP01-10002,2019-01-03,CLM01-1005757,Insured,COV01-1000001,INC01-100193,859EB6553AD44137,Physical,BI,,Open,Reported in siu
194,EXP01-10005,2018-01-17,CLM01-1010472,Thirdparty,COV01-1000001,INC01-100194,459EAA57911C4B17,General,PD,2018-02-15,Closed,Duplicate
195,EXP01-10004,2018-07-22,CLM01-1007362,Thirdparty,COV01-1000002,INC01-100195,6755220C9EA7438B,Injury-Compound,COL,,Open,Closed with payments
196,EXP01-10005,2018-05-27,CLM01-1001943,Insured,COV01-1000004,INC01-100196,28F7FC0D451C401E,Injury,PD,2018-06-24,Closed,Duplicate
197,EXP01-10004,2019-01-08,CLM01-1002795,Insured,COV01-1000001,INC01-100197,22D13B06E3D94A9A,Analyst Vendor IPD,COL,,Open,Reported in siu
198,EXP01-10005,2018-04-19,CLM01-1001761,Thirdparty,COV01-1000002,INC01-100198,C2FC45B2A8C441B6,FastTrack,PD,2018-05-15,Closed,Reported in siu
199,EXP01-10001,2018-07-26,CLM01-1004775,Insured,COV01-1000001,INC01-100199,D3DD8C6160FC49A0,Subrogation,GLASS,2018-08-03,Closed,Duplicate
200,EXP01-10001,2018-09-06,CLM01-1003903,Insured,COV01-1000002,INC01-100200,2E323431729E4776,Subrogation,GLASS,,Open,Duplicate
201,EXP01-10002,2018-05-14,CLM01-1004021,Thirdparty,COV01-1000002,INC01-100201,6E545C1B29514183,Glass,BI,,Open,Rejected
202,EXP01-10001,2018-10-29,CLM01-1002079,Insured,COV01-1000002,INC01-100202,0876869BDDA843A9,Injury,GLASS,2018-11-06,Closed,Closed without payment
203,EXP01-10003,2018-03-01,CLM01-1003328,Insured,COV01-1000003,INC01-100203,2AEFADF858C24FDB,Analyst Vendor IPD,COMP,2018-03-27,Closed,Duplicate
204,EXP01-10004,2018-12-24,CLM01-1003847,Thirdparty,COV01-1000002,INC01-100204,14F7E22783944755,FastTrack,COL,,Open,Duplicate
205,EXP01-10002,2018-02-21,CLM01-1001308,Thirdparty,COV01-1000002,INC01-100205,09BEB5BA1ACF42B4,General,BI,,Open,Rejected
206,EXP01-10001,2018-08-17,CLM01-1004977,Insured,COV01-1000001,INC01-100206,3312DE3122234721,Injury-Compound,GLASS,2018-08-29,Closed,Closed with payments
207,EXP01-10004,2018-09-24,CLM01-1004636,Insured,COV01-1000004,INC01-100207,33CF76845D4C4957,Medical Claims,COL,2018-10-23,Closed,Closed with payments
208,EXP01-10002,2018-04-01,CLM01-1010150,Thirdparty,COV01-1000001,INC01-100208,411654DEC2094B36,General,BI,2018-04-26,Closed,Duplicate
209,EXP01-10005,2018-07-02,CLM01-1003104,Thirdparty,COV01-1000002,INC01-100209,B82FAB9B65A0456A,Medical Claims,PD,2018-08-02,Closed,Closed with payments
210,EXP01-10004,2018-07-17,CLM01-1010413,Insured,COV01-1000002,INC01-100210,4542A2F4749642FE,Salvage,COL,2018-08-13,Closed,Duplicate
211,EXP01-10004,2018-12-05,CLM01-1005132,Insured,COV01-1000003,INC01-100211,A00872E605B04B48,Tow,COL,2019-01-01,Closed,Reported in siu
212,EXP01-10001,2018-07-31,CLM01-1005697,Thirdparty,COV01-1000001,INC01-100212,3C8037D05FFC4D0C,Medical Claims,GLASS,2018-08-11,Closed,Closed with payments
213,EXP01-10004,2019-01-17,CLM01-1004161,Insured,COV01-1000001,INC01-100213,D32769928FAC4138,houseowners compound,COL,,Open,Duplicate
214,EXP01-10005,2018-08-12,CLM01-1010826,Thirdparty,COV01-1000003,INC01-100214,AFC39DF762514056,Injury,PD,2018-09-07,Closed,Closed with payments
215,EXP01-10002,2018-08-14,CLM01-1005464,Insured,COV01-1000001,INC01-100215,8F57187EC4B64D34,houseowners compound,BI,,Open,Closed with payments
216,EXP01-10004,2018-12-05,CLM01-1001912,Insured,COV01-1000002,INC01-100216,ABCE2934BBB34BD2,Total Loss,COL,2019-01-05,Closed,Duplicate
217,EXP01-10005,2018-10-27,CLM01-1003065,Thirdparty,COV01-1000001,INC01-100217,8836879FCA214174,Injury,PD,,Open,Duplicate
218,EXP01-10004,2018-09-05,CLM01-1002687,Thirdparty,COV01-1000001,INC01-100218,61F14CA8CAED45CD,Fire/Theft,COL,2018-10-01,Closed,Closed without payment
219,EXP01-10004,2018-08-19,CLM01-1006043,Thirdparty,COV01-1000002,INC01-100219,E28E2CE070BB4DFE,FastTrack,COL,2018-09-12,Closed,Reported in siu
220,EXP01-10003,2018-06-14,CLM01-1001773,Insured,COV01-1000002,INC01-100220,092672BC30444EF3,Analyst Vendor IPD,COMP,2018-07-10,Closed,Closed without payment
221,EXP01-10002,2018-02-13,CLM01-1008043,Insured,COV01-1000001,INC01-100221,FBE6974D959642CB,Analyst Vendor IPD,BI,2018-03-17,Closed,Duplicate
222,EXP01-10001,2019-01-29,CLM01-1005809,Thirdparty,COV01-1000002,INC01-100222,2B5D85EDF0764C2F,Total Loss,GLASS,,Open,Duplicate
223,EXP01-10001,2018-04-04,CLM01-1010267,Insured,COV01-1000002,INC01-100223,65764DDB085A4F82,Tow,GLASS,2018-04-10,Closed,Closed with payments
224,EXP01-10005,2018-11-12,CLM01-1004510,Thirdparty,COV01-1000002,INC01-100224,4039DCB5BADC4514,houseowners Low Compound,PD,2018-12-09,Closed,Duplicate
225,EXP01-10002,2018-09-14,CLM01-1007080,Insured,COV01-1000001,INC01-100225,F83319A8B7F04BFC,General,BI,2018-10-13,Closed,Reported in siu
226,EXP01-10002,2018-07-04,CLM01-1000350,Insured,COV01-1000002,INC01-100226,CA6D3D7482034483,Injury-Compound,BI,2018-08-01,Closed,Rejected
227,EXP01-10004,2018-05-15,CLM01-1007957,Thirdparty,COV01-1000002,INC01-100227,D6A417BE5B014BCB,Tow,COL,2018-06-10,Closed,Duplicate
228,EXP01-10001,2018-02-25,CLM01-1002441,Insured,COV01-1000001,INC01-100228,A6375C114E3C4674,Subrogation,GLASS,2018-03-08,Closed,Closed with payments
229,EXP01-10003,2018-12-06,CLM01-1006285,Thirdparty,COV01-1000004,INC01-100229,EBD78024CEAC4AA7,houseowners Low Compound,COMP,,Open,Closed with payments
230,EXP01-10001,2018-10-19,CLM01-1006112,Insured,COV01-1000001,INC01-100230,68F52E0B2DA446CD,Salvage,GLASS,,Open,Closed without payment
231,EXP01-10001,2018-05-16,CLM01-1008495,Insured,COV01-1000001,INC01-100231,1880C875C6854C7C,Glass,GLASS,,Open,Closed with payments
232,EXP01-10001,2018-04-11,CLM01-1009626,Insured,COV01-1000005,INC01-100232,C1EF282D74D84E2B,Medical Claims,GLASS,,Open,Rejected
233,EXP01-10004,2018-04-13,CLM01-1010086,Insured,COV01-1000002,INC01-100233,8A1B3047C6FE4D81,Analyst Vendor IPD,COL,2018-05-10,Closed,Closed without payment
234,EXP01-10005,2019-01-01,CLM01-1002531,Thirdparty,COV01-1000001,INC01-100234,49D880B0F95A4475,Tow,PD,,Open,Closed with payments
235,EXP01-10002,2018-11-15,CLM01-1007189,Insured,COV01-1000002,INC01-100235,B602823FA1AB4E0D,Total Loss,BI,2018-12-14,Closed,Reported in siu
236,EXP01-10004,2018-07-03,CLM01-1005850,Insured,COV01-1000001,INC01-100236,EB0B5AA46F254F3B,Glass,COL,2018-07-28,Closed,Duplicate
237,EXP01-10002,2018-12-14,CLM01-1005334,Insured,COV01-1000001,INC01-100237,208CD1221B614AAC,Medical Claims,BI,,Open,Duplicate
238,EXP01-10001,2018-01-24,CLM01-1002716,Insured,COV01-1000001,INC01-100238,14A2768E1FDA41AD,Fire/Theft,GLASS,,Open,Reported in siu
239,EXP01-10005,2018-08-17,CLM01-1007290,Insured,COV01-1000002,INC01-100239,7F59158D561747B1,General,PD,2018-09-17,Closed,Duplicate
240,EXP01-10005,2018-10-16,CLM01-1008399,Thirdparty,COV01-1000001,INC01-100240,B8796F618833430C,Tow,PD,2018-11-14,Closed,Reported in siu
241,EXP01-10001,2018-11-14,CLM01-1010814,Insured,COV01-1000002,INC01-100241,2757222C8CBE4B90,houseowners compound,GLASS,,Open,Duplicate
388,EXP01-10003,2018-06-02,CLM01-1004561,Insured,COV01-1000001,INC01-100388,794C02325F184F36,Tow,COMP,2018-06-25,Closed,Closed without payment
242,EXP01-10005,2018-08-16,CLM01-1005579,Thirdparty,COV01-1000001,INC01-100242,0FC57EEDB6904182,houseowners Low Compound,PD,2018-09-08,Closed,Closed with payments
243,EXP01-10002,2018-11-29,CLM01-1007558,Thirdparty,COV01-1000001,INC01-100243,0725BF967AF54FEB,Tow,BI,2019-01-02,Closed,Reported in siu
244,EXP01-10005,2018-08-02,CLM01-1006073,Insured,COV01-1000002,INC01-100244,57927C8DD3A64A98,Salvage,PD,2018-08-29,Closed,Closed with payments
245,EXP01-10004,2019-01-10,CLM01-1009407,Thirdparty,COV01-1000002,INC01-100245,EFC0E747822F4B31,houseowners compound,COL,,Open,Rejected
246,EXP01-10003,2018-01-09,CLM01-1002007,Insured,COV01-1000004,INC01-100246,B3C93CDE7FF14BE8,Total Loss,COMP,,Open,Reported in siu
247,EXP01-10003,2018-07-26,CLM01-1008782,Insured,COV01-1000001,INC01-100247,C21F5D46ED104BCC,Fire/Theft,COMP,2018-08-21,Closed,Reported in siu
248,EXP01-10004,2018-05-03,CLM01-1008710,Insured,COV01-1000001,INC01-100248,2AB0C449492E4329,General,COL,,Open,Reported in siu
249,EXP01-10001,2018-05-21,CLM01-1008750,Insured,COV01-1000001,INC01-100249,5CDE9C97F6F44DAE,Analyst Vendor IPD,GLASS,2018-05-28,Closed,Duplicate
250,EXP01-10005,2018-01-12,CLM01-1000256,Thirdparty,COV01-1000002,INC01-100250,8E979ABC9ECE4F17,Glass,PD,2018-02-07,Closed,Duplicate
251,EXP01-10005,2018-04-10,CLM01-1007126,Insured,COV01-1000002,INC01-100251,8B9B2E3EA6894747,Salvage,PD,2018-05-12,Closed,Rejected
252,EXP01-10003,2019-01-17,CLM01-1007444,Thirdparty,COV01-1000002,INC01-100252,BF6CA832D80844C8,Fire/Theft,COMP,,Open,Duplicate
253,EXP01-10002,2018-09-17,CLM01-1005068,Insured,COV01-1000004,INC01-100253,7A92CD0916764CAA,Fire/Theft,BI,2018-10-14,Closed,Duplicate
254,EXP01-10003,2018-01-09,CLM01-1010309,Insured,COV01-1000001,INC01-100254,92E12807E9C34251,Total Loss,COMP,2018-02-08,Closed,Reported in siu
255,EXP01-10004,2019-01-13,CLM01-1008872,Insured,COV01-1000005,INC01-100255,6B2454611AD641C2,houseowners Low Compound,COL,,Open,Duplicate
256,EXP01-10004,2018-02-19,CLM01-1010538,Thirdparty,COV01-1000002,INC01-100256,BC7EAA4777D3484D,Physical,COL,2018-03-20,Closed,Closed without payment
257,EXP01-10004,2018-10-17,CLM01-1009563,Insured,COV01-1000002,INC01-100257,FEDCE44ECD1F4DB6,Fire/Theft,COL,,Open,Reported in siu
258,EXP01-10003,2018-05-08,CLM01-1007833,Insured,COV01-1000001,INC01-100258,FC24C02BB2404EE1,Tow,COMP,2018-06-08,Closed,Closed without payment
259,EXP01-10005,2018-07-31,CLM01-1010887,Insured,COV01-1000001,INC01-100259,80440C48077140DF,Injury-Compound,PD,2018-09-02,Closed,Closed without payment
260,EXP01-10001,2018-01-31,CLM01-1002187,Thirdparty,COV01-1000001,INC01-100260,A00E3CF5205848E6,Injury,GLASS,2018-02-11,Closed,Rejected
261,EXP01-10005,2018-01-17,CLM01-1006534,Insured,COV01-1000001,INC01-100261,AE29D74443874253,Injury-Compound,PD,2018-02-12,Closed,Reported in siu
262,EXP01-10005,2018-09-12,CLM01-1009301,Insured,COV01-1000002,INC01-100262,73C809B72B594B6A,Subrogation,PD,2018-10-14,Closed,Closed without payment
263,EXP01-10004,2018-07-30,CLM01-1007219,Thirdparty,COV01-1000002,INC01-100263,A7289EA6698443F6,FastTrack,COL,2018-08-31,Closed,Reported in siu
264,EXP01-10003,2018-06-24,CLM01-1003227,Insured,COV01-1000001,INC01-100264,314200735D164F76,Tow,COMP,,Open,Duplicate
265,EXP01-10003,2018-09-14,CLM01-1005838,Insured,COV01-1000001,INC01-100265,9D56830176E445A5,Tow,COMP,2018-10-14,Closed,Closed with payments
266,EXP01-10003,2018-06-24,CLM01-1008919,Thirdparty,COV01-1000001,INC01-100266,B31102E655964669,General,COMP,2018-07-19,Closed,Duplicate
267,EXP01-10002,2018-06-04,CLM01-1009372,Thirdparty,COV01-1000001,INC01-100267,5152CE5548F64FEB,Fire/Theft,BI,2018-06-28,Closed,Rejected
268,EXP01-10003,2018-12-10,CLM01-1004330,Insured,COV01-1000001,INC01-100268,790350ACF3074E67,Injury-Compound,COMP,,Open,Closed without payment
269,EXP01-10004,2018-01-05,CLM01-1002363,Insured,COV01-1000001,INC01-100269,FEAC8F38FBF442DA,Injury,COL,2018-02-04,Closed,Rejected
270,EXP01-10005,2018-03-15,CLM01-1001718,Insured,COV01-1000001,INC01-100270,282368F2D2B644AB,houseowners Low Compound,PD,2018-04-16,Closed,Duplicate
271,EXP01-10002,2018-10-18,CLM01-1009983,Insured,COV01-1000001,INC01-100271,68E880C040BA48A6,Subrogation,BI,,Open,Closed with payments
272,EXP01-10001,2018-04-08,CLM01-1000192,Insured,COV01-1000002,INC01-100272,7D517317B16C4BFE,Tow,GLASS,2018-04-16,Closed,Closed with payments
273,EXP01-10005,2018-08-02,CLM01-1006073,Insured,COV01-1000001,INC01-100273,AA5C75EEF936413E,Salvage,PD,2018-08-31,Closed,Closed with payments
274,EXP01-10001,2018-12-22,CLM01-1004576,Thirdparty,COV01-1000003,INC01-100274,9962690103954E9D,Injury-Compound,GLASS,2019-01-03,Closed,Duplicate
275,EXP01-10002,2019-02-02,CLM01-1002919,Thirdparty,COV01-1000002,INC01-100275,D0B91652E87E4D38,Salvage,BI,,Open,Rejected
276,EXP01-10004,2018-03-31,CLM01-1004365,Insured,COV01-1000001,INC01-100276,A85960C0DD0942BB,Tow,COL,2018-05-02,Closed,Duplicate
277,EXP01-10004,2018-09-09,CLM01-1001066,Insured,COV01-1000002,INC01-100277,A3889329413B4D44,Glass,COL,,Open,Reported in siu
278,EXP01-10004,2018-03-08,CLM01-1001774,Thirdparty,COV01-1000001,INC01-100278,897DD04F81CE4B1D,Medical Claims,COL,,Open,Closed with payments
279,EXP01-10001,2018-09-29,CLM01-1009715,Thirdparty,COV01-1000002,INC01-100279,D2B0212797694255,Medical Claims,GLASS,2018-10-05,Closed,Duplicate
280,EXP01-10001,2018-01-30,CLM01-1000139,Insured,COV01-1000002,INC01-100280,1D08E3E7105B4EE9,houseowners Low Compound,GLASS,2018-02-12,Closed,Rejected
281,EXP01-10005,2018-11-13,CLM01-1008884,Insured,COV01-1000002,INC01-100281,3B2908E60B0C4668,Injury,PD,,Open,Closed without payment
282,EXP01-10004,2019-01-01,CLM01-1008027,Insured,COV01-1000003,INC01-100282,E49570FE042640DB,Injury,COL,,Open,Reported in siu
283,EXP01-10002,2018-03-02,CLM01-1007001,Insured,COV01-1000002,INC01-100283,7526CB0EC7B044F9,Total Loss,BI,2018-03-26,Closed,Reported in siu
284,EXP01-10002,2018-08-19,CLM01-1010484,Thirdparty,COV01-1000002,INC01-100284,718FC922F856487D,Medical Claims,BI,2018-09-16,Closed,Closed without payment
285,EXP01-10004,2018-08-27,CLM01-1009548,Insured,COV01-1000001,INC01-100285,4B80C642B3CA4E32,Total Loss,COL,2018-09-24,Closed,Rejected
286,EXP01-10003,2018-05-13,CLM01-1009362,Insured,COV01-1000001,INC01-100286,94EF2B0CE4134ED7,General,COMP,,Open,Duplicate
287,EXP01-10002,2019-01-24,CLM01-1002741,Thirdparty,COV01-1000005,INC01-100287,330A300C5D8F4EB5,Subrogation,BI,,Open,Reported in siu
288,EXP01-10004,2018-06-05,CLM01-1000145,Insured,COV01-1000002,INC01-100288,548AC5D35E8845A7,Subrogation,COL,2018-07-03,Closed,Closed without payment
289,EXP01-10003,2018-08-04,CLM01-1004413,Thirdparty,COV01-1000002,INC01-100289,FB23AD5BB05C4FCA,Tow,COMP,2018-09-01,Closed,Rejected
290,EXP01-10002,2018-06-23,CLM01-1002653,Thirdparty,COV01-1000002,INC01-100290,808C14067EA34F60,Injury-Compound,BI,2018-07-21,Closed,Rejected
291,EXP01-10003,2018-07-21,CLM01-1010942,Insured,COV01-1000002,INC01-100291,5EC9DA04DED7458B,houseowners Low Compound,COMP,2018-08-20,Closed,Duplicate
292,EXP01-10003,2018-07-03,CLM01-1003401,Insured,COV01-1000002,INC01-100292,2613402AEA824F1D,Injury-Compound,COMP,2018-07-31,Closed,Duplicate
293,EXP01-10001,2018-05-09,CLM01-1009879,Insured,COV01-1000001,INC01-100293,89972A1F4ED94583,Salvage,GLASS,2018-05-16,Closed,Reported in siu
294,EXP01-10005,2018-12-24,CLM01-1004091,Insured,COV01-1000002,INC01-100294,F4005E470B994C21,houseowners compound,PD,,Open,Duplicate
295,EXP01-10004,2018-01-24,CLM01-1010997,Thirdparty,COV01-1000002,INC01-100295,5C441C8B59C44F45,Glass,COL,,Open,Reported in siu
296,EXP01-10004,2019-01-08,CLM01-1002226,Thirdparty,COV01-1000002,INC01-100296,EE33E1F852A64455,Fire/Theft,COL,,Open,Rejected
297,EXP01-10005,2018-11-30,CLM01-1001799,Thirdparty,COV01-1000002,INC01-100297,C9FBA925B74848F2,Analyst Vendor IPD,PD,,Open,Rejected
298,EXP01-10001,2018-01-29,CLM01-1009530,Insured,COV01-1000001,INC01-100298,A9C5DDD2ABB14BA3,Analyst Vendor IPD,GLASS,2018-02-06,Closed,Duplicate
299,EXP01-10003,2018-04-26,CLM01-1008169,Insured,COV01-1000002,INC01-100299,D8CAEFF030B94BF0,Glass,COMP,,Open,Rejected
300,EXP01-10004,2018-06-12,CLM01-1006650,Thirdparty,COV01-1000001,INC01-100300,9983ACCEF7394DC2,Physical,COL,2018-07-11,Closed,Closed without payment
301,EXP01-10005,2018-11-20,CLM01-1003641,Insured,COV01-1000002,INC01-100301,37CEBF0B53504F76,FastTrack,PD,,Open,Duplicate
302,EXP01-10002,2018-11-21,CLM01-1000073,Thirdparty,COV01-1000002,INC01-100302,24EF6B47932E4F89,General,BI,,Open,Rejected
303,EXP01-10003,2018-12-13,CLM01-1003721,Insured,COV01-1000002,INC01-100303,9C497C8C58D74BA0,Subrogation,COMP,,Open,Duplicate
304,EXP01-10005,2018-12-03,CLM01-1008487,Insured,COV01-1000002,INC01-100304,7B83919302724F03,Salvage,PD,,Open,Rejected
305,EXP01-10003,2018-01-07,CLM01-1008320,Insured,COV01-1000002,INC01-100305,7B452D2FD2DF4047,Subrogation,COMP,2018-02-03,Closed,Closed with payments
306,EXP01-10001,2018-03-07,CLM01-1005154,Insured,COV01-1000001,INC01-100306,DCA4F0E872234B4E,Fire/Theft,GLASS,,Open,Duplicate
307,EXP01-10003,2018-08-20,CLM01-1008649,Insured,COV01-1000002,INC01-100307,A34DF5AF1C194480,Injury-Compound,COMP,2018-09-20,Closed,Closed without payment
308,EXP01-10005,2018-10-23,CLM01-1003900,Insured,COV01-1000001,INC01-100308,EFD0AF11DB064E37,Physical,PD,,Open,Duplicate
309,EXP01-10004,2018-11-12,CLM01-1007853,Thirdparty,COV01-1000002,INC01-100309,3A0412DD6F4F4422,Salvage,COL,,Open,Closed with payments
310,EXP01-10004,2018-05-26,CLM01-1008964,Insured,COV01-1000002,INC01-100310,7E9BC09DF4154306,Physical,COL,,Open,Duplicate
311,EXP01-10003,2018-05-05,CLM01-1005108,Insured,COV01-1000002,INC01-100311,655D318F6F11456A,houseowners Low Compound,COMP,2018-06-01,Closed,Duplicate
312,EXP01-10004,2019-01-24,CLM01-1001713,Insured,COV01-1000001,INC01-100312,4EA5A0C970B14469,houseowners Low Compound,COL,,Open,Closed without payment
313,EXP01-10002,2018-07-18,CLM01-1003151,Insured,COV01-1000001,INC01-100313,82E275C1E2CF4B60,General,BI,2018-08-17,Closed,Closed without payment
314,EXP01-10001,2018-12-28,CLM01-1001908,Insured,COV01-1000001,INC01-100314,600FC1F8503D4511,Subrogation,GLASS,,Open,Closed without payment
315,EXP01-10005,2018-10-25,CLM01-1001862,Insured,COV01-1000001,INC01-100315,765EF47BD1C1499F,Glass,PD,,Open,Reported in siu
316,EXP01-10005,2018-11-21,CLM01-1010358,Thirdparty,COV01-1000002,INC01-100316,66B492151C534D72,Medical Claims,PD,,Open,Closed with payments
317,EXP01-10004,2019-01-28,CLM01-1009030,Thirdparty,COV01-1000002,INC01-100317,BFF39A6DB573467A,Physical,COL,,Open,Duplicate
318,EXP01-10004,2018-07-19,CLM01-1004479,Insured,COV01-1000001,INC01-100318,2CD7D7F2557746AA,Injury-Compound,COL,2018-08-17,Closed,Rejected
319,EXP01-10004,2018-10-17,CLM01-1005487,Insured,COV01-1000002,INC01-100319,989538C0A03342ED,Fire/Theft,COL,,Open,Duplicate
320,EXP01-10002,2018-03-16,CLM01-1003501,Insured,COV01-1000002,INC01-100320,C7D3154BF9E04EBF,houseowners compound,BI,2018-04-10,Closed,Closed without payment
321,EXP01-10005,2018-05-03,CLM01-1009768,Insured,COV01-1000001,INC01-100321,BF2F2F083F1D4393,Physical,PD,,Open,Reported in siu
