exposuretype,securitylevel,varcharext,createuserid,coverageid,createtime,compbenefitsid,averageweeklywages,daysinweek,lostpropertytype,segment,lastdayworked,ssbenefit,pipdeathbenefitsid,id,claimid,rsbenefitsid,examinationdate,ppdbenefitsid,integerext,tpdbenefitsid,wagestmtrecd,claimanttype,closedoutcome,hospitaldate,incidentlimitreached,locked,wcbenefit,settlemethod,othercovgchoice,wagebenefit,deathbenefitsid,assignedgroupid,depreciatedvalue,previousqueueid,assignmentdate,assignmentstatus,loadcommandid,metriclimitgeneration,disbenefitsid,progress,diagnosticcnsistnt,assignedbyuserid,wcpreexdisblty,updateuserid,updatetime,losscategory,treatedpatientbfr,lossparty,publicid,breakin,retired,archivepartition,validationlevel,pippersonagglimitreached,lifepensionbenefitsid,jurisdictionstate,state,coveragesubtype,previoususerid,vocbenefitsid,statlineid,priorempdataid,reopendate,isoreceivedate,claimorder,strategy,ptdbenefitsid,replacementvalue,ttdbenefitsid,wcpreexdisbltyinfo,closedate,wcbenefitsid,previousgroupid,exposuretier,riagreementgroupid,pipvocbenefitsid,isostatus,settledate,ssdibenefitsid,pipnonmedagglimitreached,assignedqueueid,pipesslimitreached,othercoverageinfo,templocationid,hospitaldays,furthertreatment,assigneduserid,isosenddate,ssdieligible,isoknown,exposurelimitreached,reopenedreason,beanversion,wagestmtsent,claimantdenormid,primarycoverage,currentconditions,incidentid,newempdataid,rigroupsetexternally,pipclaimagglimitreached,othercoverage,contactpermitted
COL,,,,COV01-1000002,2019-01-07,,,,,,,,,EXP01-10004,CLM01-1004503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2019-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100084,,,,,
COMP,,,,COV01-1000002,2018-04-13,,,,,,,,,EXP01-10003,CLM01-1002905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100085,,,,,
PD,,,,COV01-1000002,2018-01-12,,,,,,,,,EXP01-10005,CLM01-1006534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100086,,,,,
COL,,,,COV01-1000001,2018-04-23,,,,,,,,,EXP01-10004,CLM01-1003367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100087,,,,,
BI,,,,COV01-1000002,2018-09-22,,,,,,,,,EXP01-10002,CLM01-1004120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100088,,,,,
COMP,,,,COV01-1000002,2018-09-27,,,,,,,,,EXP01-10003,CLM01-1000189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100089,,,,,
COL,,,,COV01-1000001,2018-12-29,,,,,,,,,EXP01-10004,CLM01-1008254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100090,,,,,
BI,,,,COV01-1000001,2018-03-21,,,,,,,,,EXP01-10002,CLM01-1004767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100091,,,,,
GLASS,,,,COV01-1000001,2018-11-07,,,,,,,,,EXP01-10001,CLM01-1006136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100092,,,,,
GLASS,,,,COV01-1000002,2018-07-12,,,,,,,,,EXP01-10001,CLM01-1004512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100093,,,,,
GLASS,,,,COV01-1000001,2018-01-23,,,,,,,,,EXP01-10001,CLM01-1009146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100094,,,,,
GLASS,,,,COV01-1000004,2018-10-19,,,,,,,,,EXP01-10001,CLM01-1002690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100095,,,,,
COMP,,,,COV01-1000001,2018-03-06,,,,,,,,,EXP01-10003,CLM01-1008135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100096,,,,,
COMP,,,,COV01-1000003,2018-07-10,,,,,,,,,EXP01-10003,CLM01-1008384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100097,,,,,
COMP,,,,COV01-1000002,2018-09-07,,,,,,,,,EXP01-10003,CLM01-1008393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100098,,,,,
COL,,,,COV01-1000001,2018-04-08,,,,,,,,,EXP01-10004,CLM01-1004797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100099,,,,,
PD,,,,COV01-1000002,2018-04-25,,,,,,,,,EXP01-10005,CLM01-1004800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100100,,,,,
BI,,,,COV01-1000001,2018-07-25,,,,,,,,,EXP01-10002,CLM01-1004092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100101,,,,,
GLASS,,,,COV01-1000001,2018-06-01,,,,,,,,,EXP01-10001,CLM01-1010145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100102,,,,,
COMP,,,,COV01-1000004,2018-05-29,,,,,,,,,EXP01-10003,CLM01-1005390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100103,,,,,
GLASS,,,,COV01-1000002,2018-01-13,,,,,,,,,EXP01-10001,CLM01-1002872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100104,,,,,
PD,,,,COV01-1000002,2018-05-01,,,,,,,,,EXP01-10005,CLM01-1006101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100105,,,,,
PD,,,,COV01-1000001,2018-02-15,,,,,,,,,EXP01-10005,CLM01-1010306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100106,,,,,
GLASS,,,,COV01-1000001,2018-05-29,,,,,,,,,EXP01-10001,CLM01-1003281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100107,,,,,
PD,,,,COV01-1000001,2018-10-16,,,,,,,,,EXP01-10005,CLM01-1002322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100108,,,,,
PD,,,,COV01-1000001,2018-12-18,,,,,,,,,EXP01-10005,CLM01-1004376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100109,,,,,
COL,,,,COV01-1000001,2019-01-17,,,,,,,,,EXP01-10004,CLM01-1003512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100110,,,,,
BI,,,,COV01-1000004,2018-11-10,,,,,,,,,EXP01-10002,CLM01-1003419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100111,,,,,
GLASS,,,,COV01-1000001,2018-02-03,,,,,,,,,EXP01-10001,CLM01-1006011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100112,,,,,
PD,,,,COV01-1000001,2018-03-14,,,,,,,,,EXP01-10005,CLM01-1010432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100113,,,,,
COMP,,,,COV01-1000002,2018-10-23,,,,,,,,,EXP01-10003,CLM01-1008373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100114,,,,,
GLASS,,,,COV01-1000001,2018-10-19,,,,,,,,,EXP01-10001,CLM01-1005384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100115,,,,,
BI,,,,COV01-1000002,2018-10-17,,,,,,,,,EXP01-10002,CLM01-1000532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100116,,,,,
COL,,,,COV01-1000002,2018-06-11,,,,,,,,,EXP01-10004,CLM01-1010149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100117,,,,,
COL,,,,COV01-1000002,2018-08-04,,,,,,,,,EXP01-10004,CLM01-1004098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100118,,,,,
COL,,,,COV01-1000002,2018-03-06,,,,,,,,,EXP01-10004,CLM01-1006933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100119,,,,,
COMP,,,,COV01-1000001,2018-08-09,,,,,,,,,EXP01-10003,CLM01-1005524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100120,,,,,
GLASS,,,,COV01-1000002,2018-08-24,,,,,,,,,EXP01-10001,CLM01-1009694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100121,,,,,
COL,,,,COV01-1000001,2018-01-11,,,,,,,,,EXP01-10004,CLM01-1004124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100122,,,,,
BI,,,,COV01-1000005,2018-06-24,,,,,,,,,EXP01-10002,CLM01-1000209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100123,,,,,
COL,,,,COV01-1000002,2018-11-28,,,,,,,,,EXP01-10004,CLM01-1008039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100124,,,,,
COMP,,,,COV01-1000005,2018-08-01,,,,,,,,,EXP01-10003,CLM01-1004259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100125,,,,,
BI,,,,COV01-1000004,2018-05-02,,,,,,,,,EXP01-10002,CLM01-1005935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100126,,,,,
PD,,,,COV01-1000002,2018-05-20,,,,,,,,,EXP01-10005,CLM01-1010969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100127,,,,,
BI,,,,COV01-1000005,2019-01-18,,,,,,,,,EXP01-10002,CLM01-1004292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100128,,,,,
GLASS,,,,COV01-1000002,2018-06-02,,,,,,,,,EXP01-10001,CLM01-1006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100129,,,,,
COMP,,,,COV01-1000002,2018-11-12,,,,,,,,,EXP01-10003,CLM01-1006022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100130,,,,,
COMP,,,,COV01-1000003,2018-10-04,,,,,,,,,EXP01-10003,CLM01-1007250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100131,,,,,
BI,,,,COV01-1000001,2018-06-18,,,,,,,,,EXP01-10002,CLM01-1003203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100132,,,,,
GLASS,,,,COV01-1000002,2018-05-19,,,,,,,,,EXP01-10001,CLM01-1008750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100133,,,,,
COL,,,,COV01-1000001,2018-08-17,,,,,,,,,EXP01-10004,CLM01-1002529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100134,,,,,
COL,,,,COV01-1000001,2018-09-22,,,,,,,,,EXP01-10004,CLM01-1008633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100135,,,,,
COMP,,,,COV01-1000003,2018-03-20,,,,,,,,,EXP01-10003,CLM01-1008447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100136,,,,,
PD,,,,COV01-1000002,2018-07-12,,,,,,,,,EXP01-10005,CLM01-1007754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100137,,,,,
COMP,,,,COV01-1000005,2018-01-27,,,,,,,,,EXP01-10003,CLM01-1009555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100138,,,,,
COMP,,,,COV01-1000002,2018-03-10,,,,,,,,,EXP01-10003,CLM01-1003133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100139,,,,,
GLASS,,,,COV01-1000001,2018-09-06,,,,,,,,,EXP01-10001,CLM01-1008837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100140,,,,,
PD,,,,COV01-1000002,2018-01-29,,,,,,,,,EXP01-10005,CLM01-1004568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100141,,,,,
GLASS,,,,COV01-1000002,2018-09-12,,,,,,,,,EXP01-10001,CLM01-1010311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100142,,,,,
COL,,,,COV01-1000002,2018-11-05,,,,,,,,,EXP01-10004,CLM01-1006668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100143,,,,,
GLASS,,,,COV01-1000001,2018-06-27,,,,,,,,,EXP01-10001,CLM01-1002926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100144,,,,,
PD,,,,COV01-1000001,2019-01-17,,,,,,,,,EXP01-10005,CLM01-1005095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100145,,,,,
GLASS,,,,COV01-1000002,2018-09-13,,,,,,,,,EXP01-10001,CLM01-1000990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100146,,,,,
BI,,,,COV01-1000001,2018-01-28,,,,,,,,,EXP01-10002,CLM01-1000479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100147,,,,,
PD,,,,COV01-1000001,2018-12-30,,,,,,,,,EXP01-10005,CLM01-1002645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100148,,,,,
COMP,,,,COV01-1000005,2018-07-05,,,,,,,,,EXP01-10003,CLM01-1004897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100149,,,,,
COL,,,,COV01-1000005,2018-08-20,,,,,,,,,EXP01-10004,CLM01-1005800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100150,,,,,
PD,,,,COV01-1000002,2018-04-14,,,,,,,,,EXP01-10005,CLM01-1007869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100151,,,,,
PD,,,,COV01-1000001,2018-01-10,,,,,,,,,EXP01-10005,CLM01-1003412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100152,,,,,
PD,,,,COV01-1000003,2018-11-18,,,,,,,,,EXP01-10005,CLM01-1001512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100153,,,,,
GLASS,,,,COV01-1000001,2018-06-24,,,,,,,,,EXP01-10001,CLM01-1010400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100154,,,,,
PD,,,,COV01-1000001,2018-08-10,,,,,,,,,EXP01-10005,CLM01-1007094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100155,,,,,
PD,,,,COV01-1000002,2018-10-30,,,,,,,,,EXP01-10005,CLM01-1002453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100156,,,,,
PD,,,,COV01-1000002,2018-12-26,,,,,,,,,EXP01-10005,CLM01-1006189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100157,,,,,
PD,,,,COV01-1000002,2018-01-21,,,,,,,,,EXP01-10005,CLM01-1005181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100158,,,,,
PD,,,,COV01-1000002,2018-01-31,,,,,,,,,EXP01-10005,CLM01-1006077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100159,,,,,
BI,,,,COV01-1000001,2018-01-29,,,,,,,,,EXP01-10002,CLM01-1004781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100160,,,,,
GLASS,,,,COV01-1000001,2018-12-23,,,,,,,,,EXP01-10001,CLM01-1005370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100161,,,,,
COMP,,,,COV01-1000001,2018-05-10,,,,,,,,,EXP01-10003,CLM01-1007480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100162,,,,,
PD,,,,COV01-1000002,2018-07-22,,,,,,,,,EXP01-10005,CLM01-1005026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100163,,,,,
GLASS,,,,COV01-1000002,2018-02-21,,,,,,,,,EXP01-10001,CLM01-1005005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100164,,,,,
COMP,,,,COV01-1000001,2018-03-07,,,,,,,,,EXP01-10003,CLM01-1007424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100165,,,,,
COL,,,,COV01-1000001,2018-04-10,,,,,,,,,EXP01-10004,CLM01-1007442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100166,,,,,
COL,,,,COV01-1000002,2018-01-23,,,,,,,,,EXP01-10004,CLM01-1002691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100167,,,,,
COMP,,,,COV01-1000001,2018-10-02,,,,,,,,,EXP01-10003,CLM01-1006660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100168,,,,,
GLASS,,,,COV01-1000002,2018-10-03,,,,,,,,,EXP01-10001,CLM01-1004223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100169,,,,,
COL,,,,COV01-1000002,2018-03-24,,,,,,,,,EXP01-10004,CLM01-1003212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100170,,,,,
COMP,,,,COV01-1000001,2018-02-04,,,,,,,,,EXP01-10003,CLM01-1009995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100171,,,,,
PD,,,,COV01-1000002,2018-07-24,,,,,,,,,EXP01-10005,CLM01-1001202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100172,,,,,
