,exposure_id,exp_createdate,exp_claim_id,exp_lossparty,exp_coverage_id,exp_incident_id,exp_vehicle_id,exp_group,exp_type,exp_closedate,exp_status,exp_resolution
166,EXP01-10005,30-08-2018,CLM01-1002533,Insured,COV01-1000001,INC01-100166,1880C875C6854C7C,General,PD,29-09-2018,Closed,Rejected
167,EXP01-10001,23-09-2018,CLM01-1006373,Insured,COV01-1000001,INC01-100167,30DDF9D5DFB249FB,Injury,GLASS,03-10-2018,Closed,Closed with payments
168,EXP01-10005,30-03-2018,CLM01-1000861,Insured,COV01-1000002,INC01-100168,BBDE919FFB8F47E8,houseowners Low Compound,PD,25-04-2018,Closed,Rejected
169,EXP01-10004,01-01-2019,CLM01-1010242,Thirdparty,COV01-1000002,INC01-100169,3AC73DCC18BE4E1E,Subrogation,COL,,Open,Closed with payments
170,EXP01-10005,01-01-2019,CLM01-1003426,Insured,COV01-1000001,INC01-100170,ABB0A4803F954A95,Total Loss,PD,,Open,Closed with payments
171,EXP01-10005,11-07-2018,CLM01-1003789,Thirdparty,COV01-1000001,INC01-100171,B8F5694C3D504265,Injury-Compound,PD,09-08-2018,Closed,Closed with payments
172,EXP01-10004,25-06-2018,CLM01-1009179,Thirdparty,COV01-1000001,INC01-100172,47D6295212FD475C,Tow,COL,,Open,Closed without payment
173,EXP01-10005,21-11-2018,CLM01-1001903,Insured,COV01-1000002,INC01-100173,77CE1A1DB52E4296,Injury,PD,,Open,Closed with payments
174,EXP01-10004,10-01-2019,CLM01-1000287,Insured,COV01-1000002,INC01-100174,9509B7A3DEDF4B61,Total Loss,COL,,Open,Duplicate
175,EXP01-10001,02-04-2018,CLM01-1001550,Insured,COV01-1000001,INC01-100175,68E669803ECA4F0F,Total Loss,GLASS,,Open,Duplicate
176,EXP01-10003,19-07-2018,CLM01-1000851,Insured,COV01-1000001,INC01-100176,DE5A0312CA52456E,Injury,COMP,19-08-2018,Closed,Rejected
177,EXP01-10004,10-11-2018,CLM01-1009987,Insured,COV01-1000001,INC01-100177,057EAC28D88C437E,Tow,COL,,Open,Closed with payments
178,EXP01-10005,15-03-2018,CLM01-1006619,Insured,COV01-1000001,INC01-100178,CE8FE8E07FBF48CC,houseowners Low Compound,PD,08-04-2018,Closed,Closed with payments
179,EXP01-10002,14-07-2018,CLM01-1002372,Insured,COV01-1000001,INC01-100179,BF2F2F083F1D4393,Glass,BI,,Open,Closed with payments
180,EXP01-10005,13-02-2018,CLM01-1010967,Insured,COV01-1000002,INC01-100180,D51353C74C374CD0,Analyst Vendor IPD,PD,13-03-2018,Closed,Rejected
181,EXP01-10005,29-04-2018,CLM01-1002817,Insured,COV01-1000002,INC01-100181,BDEAB1A9BABD44FC,Physical,PD,,Open,Reported in siu
182,EXP01-10003,15-01-2018,CLM01-1009640,Insured,COV01-1000001,INC01-100182,18A0F8E762E44E9A,houseowners compound,COMP,09-02-2018,Closed,Reported in siu
183,EXP01-10002,14-03-2018,CLM01-1001180,Thirdparty,COV01-1000001,INC01-100183,A4A3610D9C13423D,houseowners Low Compound,BI,11-04-2018,Closed,Closed without payment
184,EXP01-10004,13-09-2018,CLM01-1005905,Thirdparty,COV01-1000002,INC01-100184,65764DDB085A4F82,Analyst Vendor IPD,COL,10-10-2018,Closed,Closed without payment
185,EXP01-10003,10-04-2018,CLM01-1003748,Thirdparty,COV01-1000001,INC01-100185,808FE174E19F4B61,FastTrack,COMP,10-05-2018,Closed,Closed with payments
186,EXP01-10002,07-01-2019,CLM01-1006357,Thirdparty,COV01-1000001,INC01-100186,45867A35C56A4E12,Salvage,BI,01-02-2019,Closed,Closed with payments
187,EXP01-10001,05-12-2018,CLM01-1001469,Insured,COV01-1000001,INC01-100187,F9139094856E4800,houseowners compound,GLASS,12-12-2018,Closed,Rejected
188,EXP01-10004,17-07-2018,CLM01-1000309,Insured,COV01-1000001,INC01-100188,F135703D58F44733,Injury-Compound,COL,16-08-2018,Closed,Reported in siu
189,EXP01-10002,21-04-2018,CLM01-1005392,Insured,COV01-1000002,INC01-100189,33A7E5FE14E14656,Subrogation,BI,,Open,Closed without payment
190,EXP01-10001,23-04-2018,CLM01-1010541,Thirdparty,COV01-1000002,INC01-100190,A96245F461D547AE,Tow,GLASS,01-05-2018,Closed,Duplicate
191,EXP01-10002,18-12-2018,CLM01-1005087,Thirdparty,COV01-1000001,INC01-100191,27E0F08D8B554C8A,Injury,BI,,Open,Rejected
192,EXP01-10003,11-12-2018,CLM01-1006909,Insured,COV01-1000001,INC01-100192,DAB6468FCD65471A,houseowners Low Compound,COMP,,Open,Rejected
193,EXP01-10002,20-03-2018,CLM01-1007785,Insured,COV01-1000001,INC01-100193,9F9FC7B906BA455E,Tow,BI,18-04-2018,Closed,Duplicate
194,EXP01-10001,23-09-2018,CLM01-1001157,Insured,COV01-1000001,INC01-100194,C21F5D46ED104BCC,Injury,GLASS,03-10-2018,Closed,Closed with payments
195,EXP01-10004,07-01-2019,CLM01-1008013,Insured,COV01-1000001,INC01-100195,0F49433C023D4797,Fire/Theft,COL,,Open,Closed with payments
196,EXP01-10001,17-08-2018,CLM01-1000248,Insured,COV01-1000001,INC01-100196,74D5676D8F9747FF,Fire/Theft,GLASS,25-08-2018,Closed,Rejected
197,EXP01-10002,11-07-2018,CLM01-1006857,Thirdparty,COV01-1000001,INC01-100197,D09FF66EB0274811,Medical Claims,BI,07-08-2018,Closed,Closed with payments
198,EXP01-10001,18-03-2018,CLM01-1007631,Insured,COV01-1000002,INC01-100198,5CD60C840EAC4A6E,Glass,GLASS,21-03-2018,Closed,Duplicate
199,EXP01-10001,20-10-2018,CLM01-1007203,Insured,COV01-1000001,INC01-100199,8137C760B9614488,Salvage,GLASS,,Open,Rejected
200,EXP01-10001,06-03-2018,CLM01-1003929,Thirdparty,COV01-1000001,INC01-100200,28AC861AB63A493F,houseowners compound,GLASS,13-03-2018,Closed,Closed without payment
201,EXP01-10002,27-01-2019,CLM01-1010356,Insured,COV01-1000002,INC01-100201,259D1F28495B4FFE,Injury,BI,,Open,Duplicate
202,EXP01-10005,15-04-2018,CLM01-1009997,Insured,COV01-1000002,INC01-100202,463CA2AEECCE4751,Salvage,PD,13-05-2018,Closed,Closed without payment
203,EXP01-10001,20-09-2018,CLM01-1003983,Insured,COV01-1000001,INC01-100203,8000DFC59EDD4075,Total Loss,GLASS,01-10-2018,Closed,Closed with payments
204,EXP01-10002,27-11-2018,CLM01-1005078,Insured,COV01-1000001,INC01-100204,E76B1F0B667D4334,Tow,BI,,Open,Duplicate
205,EXP01-10004,20-01-2019,CLM01-1008298,Insured,COV01-1000002,INC01-100205,7E9BC09DF4154306,Glass,COL,,Open,Closed without payment
206,EXP01-10005,10-09-2018,CLM01-1007426,Thirdparty,COV01-1000001,INC01-100206,4531287F503B46EF,Salvage,PD,06-10-2018,Closed,Closed without payment
207,EXP01-10005,24-07-2018,CLM01-1005695,Thirdparty,COV01-1000001,INC01-100207,56D831C5F1A647D9,Analyst Vendor IPD,PD,18-08-2018,Closed,Duplicate
208,EXP01-10005,18-02-2018,CLM01-1008214,Insured,COV01-1000002,INC01-100208,E0E9148F73E74962,Salvage,PD,,Open,Reported in siu
209,EXP01-10004,26-10-2018,CLM01-1000403,Insured,COV01-1000002,INC01-100209,9D56830176E445A5,Injury-Compound,COL,,Open,Reported in siu
210,EXP01-10003,18-05-2018,CLM01-1000873,Thirdparty,COV01-1000001,INC01-100210,AE245E42EF954772,Subrogation,COMP,16-06-2018,Closed,Closed without payment
211,EXP01-10004,09-03-2018,CLM01-1009667,Insured,COV01-1000002,INC01-100211,E21C7ED89E2148BA,Subrogation,COL,03-04-2018,Closed,Reported in siu
212,EXP01-10001,29-08-2018,CLM01-1010646,Thirdparty,COV01-1000001,INC01-100212,5F337182FB564C86,Injury-Compound,GLASS,02-09-2018,Closed,Closed with payments
213,EXP01-10002,12-05-2018,CLM01-1000020,Insured,COV01-1000001,INC01-100213,6868EDD672E24B24,Medical Claims,BI,10-06-2018,Closed,Rejected
214,EXP01-10002,26-05-2018,CLM01-1001726,Thirdparty,COV01-1000002,INC01-100214,83EC3DBC108B4C51,Glass,BI,25-06-2018,Closed,Closed with payments
215,EXP01-10003,27-12-2018,CLM01-1001205,Thirdparty,COV01-1000002,INC01-100215,22D13B06E3D94A9A,General,COMP,,Open,Duplicate
216,EXP01-10005,12-02-2018,CLM01-1004215,Insured,COV01-1000002,INC01-100216,FEF9D3AB552746F9,Total Loss,PD,09-03-2018,Closed,Closed without payment
217,EXP01-10005,12-09-2018,CLM01-1009778,Thirdparty,COV01-1000002,INC01-100217,1E7EA9CF5CE44C11,Physical,PD,13-10-2018,Closed,Closed with payments
218,EXP01-10001,14-07-2018,CLM01-1004481,Thirdparty,COV01-1000001,INC01-100218,BCB14EC2AD9E45F8,Glass,GLASS,,Open,Reported in siu
219,EXP01-10005,13-01-2018,CLM01-1005629,Insured,COV01-1000001,INC01-100219,8A8740620C294BC4,houseowners Low Compound,PD,08-02-2018,Closed,Rejected
220,EXP01-10005,07-10-2018,CLM01-1003447,Insured,COV01-1000002,INC01-100220,388EEB28D3DB40F3,Glass,PD,01-11-2018,Closed,Reported in siu
221,EXP01-10003,13-02-2018,CLM01-1009167,Insured,COV01-1000001,INC01-100221,7E4CAEF172674ADA,houseowners compound,COMP,11-03-2018,Closed,Closed with payments
222,EXP01-10001,06-06-2018,CLM01-1007362,Insured,COV01-1000002,INC01-100222,4BEE76CEA7684B54,houseowners compound,GLASS,19-06-2018,Closed,Duplicate
223,EXP01-10001,27-07-2018,CLM01-1003974,Insured,COV01-1000002,INC01-100223,74F0AAB6CF8E4E1E,Medical Claims,GLASS,05-08-2018,Closed,Rejected
224,EXP01-10003,28-07-2018,CLM01-1000051,Thirdparty,COV01-1000001,INC01-100224,2EFCCE4E92364057,Injury,COMP,26-08-2018,Closed,Closed with payments
225,EXP01-10004,11-05-2018,CLM01-1000260,Insured,COV01-1000001,INC01-100225,25A3D90691DC445F,Injury-Compound,COL,05-06-2018,Closed,Closed with payments
226,EXP01-10001,06-02-2018,CLM01-1008057,Insured,COV01-1000001,INC01-100226,968D6F997F8C4FE9,Medical Claims,GLASS,13-02-2018,Closed,Closed with payments
227,EXP01-10002,29-10-2018,CLM01-1007639,Insured,COV01-1000002,INC01-100227,9B393B7CD2D1444F,Tow,BI,25-11-2018,Closed,Reported in siu
228,EXP01-10001,09-08-2018,CLM01-1003129,Insured,COV01-1000001,INC01-100228,ACF4974F5AEA42AE,houseowners compound,GLASS,19-08-2018,Closed,Closed without payment
229,EXP01-10003,10-01-2018,CLM01-1000825,Thirdparty,COV01-1000002,INC01-100229,9C05431556E94911,Subrogation,COMP,,Open,Rejected
230,EXP01-10001,22-09-2018,CLM01-1009396,Thirdparty,COV01-1000002,INC01-100230,51347F1786BA4E55,Injury-Compound,GLASS,03-10-2018,Closed,Rejected
231,EXP01-10002,02-08-2018,CLM01-1007782,Thirdparty,COV01-1000002,INC01-100231,3F9CD83F994E44AC,Total Loss,BI,30-08-2018,Closed,Reported in siu
232,EXP01-10001,31-07-2018,CLM01-1004411,Insured,COV01-1000002,INC01-100232,BBDE18A374474AE3,FastTrack,GLASS,08-08-2018,Closed,Closed without payment
233,EXP01-10003,09-01-2018,CLM01-1004045,Thirdparty,COV01-1000001,INC01-100233,570CB9D47EEB47E8,houseowners Low Compound,COMP,07-02-2018,Closed,Closed without payment
234,EXP01-10002,17-12-2018,CLM01-1008489,Insured,COV01-1000001,INC01-100234,7218B37AC8B14E1E,Physical,BI,,Open,Closed without payment
235,EXP01-10002,21-03-2018,CLM01-1009016,Thirdparty,COV01-1000002,INC01-100235,B5719A1345E84E1F,Total Loss,BI,17-04-2018,Closed,Rejected
236,EXP01-10001,12-11-2018,CLM01-1003580,Insured,COV01-1000001,INC01-100236,61EC121AB19148A4,houseowners Low Compound,GLASS,25-11-2018,Closed,Rejected
237,EXP01-10004,21-10-2018,CLM01-1000150,Thirdparty,COV01-1000001,INC01-100237,E345771E61DA4FF3,Medical Claims,COL,,Open,Closed without payment
238,EXP01-10005,13-10-2018,CLM01-1008381,Insured,COV01-1000001,INC01-100238,E871359B7CE548D0,houseowners Low Compound,PD,,Open,Duplicate
239,EXP01-10003,21-07-2018,CLM01-1010594,Thirdparty,COV01-1000001,INC01-100239,1497A4F565104A52,Analyst Vendor IPD,COMP,16-08-2018,Closed,Closed with payments
240,EXP01-10002,16-08-2018,CLM01-1009502,Thirdparty,COV01-1000002,INC01-100240,F4BE05E4E94C4E3C,Glass,BI,13-09-2018,Closed,Closed without payment
241,EXP01-10005,19-12-2018,CLM01-1009190,Insured,COV01-1000002,INC01-100241,6BBE4B36841A4AE6,Tow,PD,,Open,Reported in siu
242,EXP01-10003,13-12-2018,CLM01-1007476,Thirdparty,COV01-1000001,INC01-100242,AC907C20AC5A42C9,Injury-Compound,COMP,,Open,Closed with payments
243,EXP01-10004,31-01-2019,CLM01-1008348,Insured,COV01-1000002,INC01-100243,924876A1C6234776,Injury,COL,,Open,Reported in siu
244,EXP01-10005,26-01-2019,CLM01-1006471,Thirdparty,COV01-1000001,INC01-100244,53C359AFA39248D0,Medical Claims,PD,,Open,Reported in siu
245,EXP01-10001,19-10-2018,CLM01-1000537,Thirdparty,COV01-1000001,INC01-100245,BD4767C37FE14DF6,houseowners Low Compound,GLASS,,Open,Duplicate
246,EXP01-10004,27-06-2018,CLM01-1001053,Insured,COV01-1000001,INC01-100246,47CB3D1487C94B64,houseowners compound,COL,26-07-2018,Closed,Rejected
247,EXP01-10001,01-11-2018,CLM01-1008819,Insured,COV01-1000002,INC01-100247,803BE583BAF54B98,Physical,GLASS,,Open,Rejected
248,EXP01-10005,03-09-2018,CLM01-1002086,Insured,COV01-1000001,INC01-100248,B37C1C933CEE4E16,houseowners Low Compound,PD,05-10-2018,Closed,Duplicate
249,EXP01-10002,15-07-2018,CLM01-1004242,Insured,COV01-1000001,INC01-100249,1E51408E96A64DC6,Physical,BI,,Open,Reported in siu
250,EXP01-10004,25-01-2019,CLM01-1002100,Insured,COV01-1000002,INC01-100250,E669C845763A4E88,Injury,COL,,Open,Duplicate
251,EXP01-10002,26-04-2018,CLM01-1008724,Insured,COV01-1000002,INC01-100251,D0B10275C2E54D61,Salvage,BI,22-05-2018,Closed,Closed without payment
252,EXP01-10002,27-11-2018,CLM01-1002754,Thirdparty,COV01-1000002,INC01-100252,72D08BAA41FE48AB,Physical,BI,,Open,Reported in siu
253,EXP01-10003,28-05-2018,CLM01-1006420,Insured,COV01-1000002,INC01-100253,777055AC11024E65,Fire/Theft,COMP,28-06-2018,Closed,Duplicate
254,EXP01-10005,31-07-2018,CLM01-1000523,Thirdparty,COV01-1000001,INC01-100254,5F8850D323A745FB,Tow,PD,,Open,Closed with payments
255,EXP01-10005,22-12-2018,CLM01-1004366,Thirdparty,COV01-1000001,INC01-100255,711FDA63D7B54284,Analyst Vendor IPD,PD,,Open,Duplicate
256,EXP01-10003,27-08-2018,CLM01-1010924,Insured,COV01-1000001,INC01-100256,4D0D342E05D14456,Injury,COMP,26-09-2018,Closed,Closed without payment
257,EXP01-10005,17-06-2018,CLM01-1006141,Insured,COV01-1000002,INC01-100257,C5BF9A885C4847FC,Tow,PD,13-07-2018,Closed,Closed with payments
258,EXP01-10004,14-07-2018,CLM01-1010946,Thirdparty,COV01-1000001,INC01-100258,9A49D4A6403347B3,Medical Claims,COL,,Open,Closed with payments
259,EXP01-10002,02-02-2018,CLM01-1003731,Insured,COV01-1000001,INC01-100259,363252BC236F4571,Glass,BI,27-02-2018,Closed,Closed without payment
260,EXP01-10004,04-10-2018,CLM01-1002773,Insured,COV01-1000001,INC01-100260,85884DF794FC41E8,Fire/Theft,COL,31-10-2018,Closed,Rejected
261,EXP01-10005,24-12-2018,CLM01-1010433,Insured,COV01-1000002,INC01-100261,6E053177FCBD484A,houseowners Low Compound,PD,25-01-2019,Closed,Reported in siu
262,EXP01-10004,14-10-2018,CLM01-1000650,Insured,COV01-1000002,INC01-100262,7D4B8142BED3430C,Subrogation,COL,09-11-2018,Closed,Closed without payment
263,EXP01-10002,08-03-2018,CLM01-1010139,Thirdparty,COV01-1000001,INC01-100263,4766458D41514480,General,BI,03-04-2018,Closed,Closed with payments
264,EXP01-10002,15-08-2018,CLM01-1003365,Thirdparty,COV01-1000002,INC01-100264,0F0B08079B8D4895,Injury-Compound,BI,14-09-2018,Closed,Closed with payments
265,EXP01-10001,07-09-2018,CLM01-1006971,Insured,COV01-1000001,INC01-100265,C6DF8B0394DB4B7F,Salvage,GLASS,21-09-2018,Closed,Reported in siu
266,EXP01-10005,03-05-2018,CLM01-1004774,Insured,COV01-1000001,INC01-100266,81993C784C734087,Analyst Vendor IPD,PD,29-05-2018,Closed,Closed with payments
267,EXP01-10005,06-02-2018,CLM01-1008270,Thirdparty,COV01-1000002,INC01-100267,79556F9DCB3545C2,Subrogation,PD,05-03-2018,Closed,Duplicate
268,EXP01-10002,22-01-2018,CLM01-1002459,Insured,COV01-1000002,INC01-100268,795CAD88C7874821,Analyst Vendor IPD,BI,18-02-2018,Closed,Reported in siu
269,EXP01-10005,15-02-2018,CLM01-1008018,Insured,COV01-1000002,INC01-100269,836EA3BD02584A48,Fire/Theft,PD,13-03-2018,Closed,Closed with payments
270,EXP01-10001,19-01-2018,CLM01-1000126,Insured,COV01-1000002,INC01-100270,805B656F9AD845E8,Injury-Compound,GLASS,26-01-2018,Closed,Closed without payment
271,EXP01-10004,04-01-2019,CLM01-1005361,Insured,COV01-1000002,INC01-100271,E165E188EEE7427E,Injury-Compound,COL,,Open,Rejected
272,EXP01-10003,04-12-2018,CLM01-1005152,Insured,COV01-1000001,INC01-100272,C4DAB47B83E144AA,Tow,COMP,,Open,Closed with payments
273,EXP01-10002,06-11-2018,CLM01-1000211,Thirdparty,COV01-1000001,INC01-100273,781D0255951D4C9E,Glass,BI,,Open,Duplicate
274,EXP01-10005,01-07-2018,CLM01-1006708,Insured,COV01-1000002,INC01-100274,205C1AF61754454F,Physical,PD,01-08-2018,Closed,Closed without payment
275,EXP01-10001,25-09-2018,CLM01-1001095,Insured,COV01-1000001,INC01-100275,C269DE758142484E,Subrogation,GLASS,04-10-2018,Closed,Rejected
276,EXP01-10005,01-03-2018,CLM01-1004174,Insured,COV01-1000001,INC01-100276,2390AA01432C46AA,Injury,PD,31-03-2018,Closed,Rejected
277,EXP01-10005,03-09-2018,CLM01-1007437,Thirdparty,COV01-1000002,INC01-100277,6CC8C83C48CF469C,houseowners Low Compound,PD,03-10-2018,Closed,Closed with payments
278,EXP01-10003,15-12-2018,CLM01-1006054,Thirdparty,COV01-1000002,INC01-100278,48453656CE714AFD,Injury,COMP,13-01-2019,Closed,Closed without payment
279,EXP01-10003,03-08-2018,CLM01-1007689,Insured,COV01-1000002,INC01-100279,82ACE71D8F3D467C,FastTrack,COMP,29-08-2018,Closed,Duplicate
280,EXP01-10002,02-03-2018,CLM01-1006139,Insured,COV01-1000002,INC01-100280,CC7556C60D8441EA,Salvage,BI,31-03-2018,Closed,Rejected
281,EXP01-10002,03-01-2019,CLM01-1005158,Insured,COV01-1000001,INC01-100281,29930044BED940D9,Injury,BI,,Open,Closed with payments
282,EXP01-10004,20-12-2018,CLM01-1004833,Insured,COV01-1000001,INC01-100282,42B2FE4367844448,houseowners compound,COL,,Open,Closed with payments
283,EXP01-10001,19-05-2018,CLM01-1010668,Insured,COV01-1000002,INC01-100283,9CC9B6A8E4924467,Analyst Vendor IPD,GLASS,,Open,Duplicate
284,EXP01-10004,18-09-2018,CLM01-1004484,Insured,COV01-1000001,INC01-100284,60E47B40056640E1,houseowners compound,COL,18-10-2018,Closed,Rejected
285,EXP01-10002,05-06-2018,CLM01-1000820,Insured,COV01-1000002,INC01-100285,1D08E3E7105B4EE9,Injury,BI,08-07-2018,Closed,Closed without payment
286,EXP01-10001,21-10-2018,CLM01-1010831,Insured,COV01-1000002,INC01-100286,18F07425A21E4FBA,General,GLASS,,Open,Closed with payments
287,EXP01-10001,12-06-2018,CLM01-1002034,Insured,COV01-1000001,INC01-100287,5CAAE27E854B4F43,Physical,GLASS,24-06-2018,Closed,Reported in siu
288,EXP01-10005,15-04-2018,CLM01-1006709,Insured,COV01-1000002,INC01-100288,7831EAF6427F4EBA,Fire/Theft,PD,14-05-2018,Closed,Reported in siu
289,EXP01-10002,27-02-2018,CLM01-1006414,Insured,COV01-1000002,INC01-100289,310A0CE25A944B3D,Medical Claims,BI,27-03-2018,Closed,Duplicate
290,EXP01-10003,26-04-2018,CLM01-1007787,Insured,COV01-1000002,INC01-100290,0FC10EC9F98840A9,Injury,COMP,27-05-2018,Closed,Closed without payment
291,EXP01-10003,08-07-2018,CLM01-1003701,Insured,COV01-1000001,INC01-100291,CBB1DFCF64EE4B40,Fire/Theft,COMP,04-08-2018,Closed,Rejected
292,EXP01-10003,20-03-2018,CLM01-1008649,Insured,COV01-1000001,INC01-100292,8FB475AA35334043,Medical Claims,COMP,16-04-2018,Closed,Duplicate
293,EXP01-10004,25-11-2018,CLM01-1000694,Insured,COV01-1000001,INC01-100293,C6A5B8832AB34814,Injury-Compound,COL,,Open,Duplicate
294,EXP01-10002,04-07-2018,CLM01-1008780,Thirdparty,COV01-1000001,INC01-100294,DC305F74AFC84B0A,Analyst Vendor IPD,BI,05-08-2018,Closed,Closed without payment
295,EXP01-10001,11-08-2018,CLM01-1009256,Insured,COV01-1000001,INC01-100295,07E08BB04F7D4C64,Tow,GLASS,18-08-2018,Closed,Rejected
296,EXP01-10003,21-01-2019,CLM01-1006317,Insured,COV01-1000002,INC01-100296,4EA5A0C970B14469,houseowners Low Compound,COMP,,Open,Closed with payments
297,EXP01-10001,11-10-2018,CLM01-1002455,Insured,COV01-1000002,INC01-100297,35A05E374BF940ED,Subrogation,GLASS,,Open,Reported in siu
298,EXP01-10002,01-04-2018,CLM01-1005947,Insured,COV01-1000002,INC01-100298,F286D7DC3A9B41BA,Tow,BI,25-04-2018,Closed,Duplicate
299,EXP01-10005,03-04-2018,CLM01-1007922,Thirdparty,COV01-1000001,INC01-100299,FB23AD5BB05C4FCA,General,PD,03-05-2018,Closed,Rejected
300,EXP01-10002,05-07-2018,CLM01-1007407,Insured,COV01-1000001,INC01-100300,6932554394A54EC3,Fire/Theft,BI,09-08-2018,Closed,Closed with payments
301,EXP01-10004,03-02-2019,CLM01-1007220,Insured,COV01-1000001,INC01-100301,3D19786B5F8D4DE4,houseowners Low Compound,COL,,Open,Duplicate
302,EXP01-10001,08-06-2018,CLM01-1001885,Insured,COV01-1000002,INC01-100302,43011EC77EC34D55,Injury-Compound,GLASS,,Open,Closed without payment
303,EXP01-10003,17-09-2018,CLM01-1008813,Insured,COV01-1000001,INC01-100303,EFD0AF11DB064E37,Fire/Theft,COMP,15-10-2018,Closed,Reported in siu
304,EXP01-10002,19-03-2018,CLM01-1000159,Thirdparty,COV01-1000002,INC01-100304,0CC702F390894B3C,houseowners Low Compound,BI,19-04-2018,Closed,Duplicate
305,EXP01-10003,28-01-2018,CLM01-1007080,Insured,COV01-1000002,INC01-100305,9E16FD4E63D44B63,Analyst Vendor IPD,COMP,24-02-2018,Closed,Closed without payment
306,EXP01-10001,15-01-2019,CLM01-1010340,Insured,COV01-1000001,INC01-100306,0EF66CEFC65F4DAB,Tow,GLASS,24-01-2019,Closed,Reported in siu
307,EXP01-10001,22-02-2018,CLM01-1004554,Insured,COV01-1000001,INC01-100307,1694C36CAF384493,Subrogation,GLASS,06-03-2018,Closed,Closed with payments
308,EXP01-10004,20-06-2018,CLM01-1010877,Insured,COV01-1000001,INC01-100308,6312CC1D911D4648,Medical Claims,COL,21-07-2018,Closed,Closed with payments
309,EXP01-10002,15-11-2018,CLM01-1004012,Insured,COV01-1000001,INC01-100309,ACE87FD379E0462C,Glass,BI,,Open,Closed with payments
310,EXP01-10002,31-07-2018,CLM01-1001559,Thirdparty,COV01-1000001,INC01-100310,600FC1F8503D4511,Salvage,BI,27-08-2018,Closed,Closed without payment
311,EXP01-10002,27-02-2018,CLM01-1005607,Insured,COV01-1000002,INC01-100311,F50F83A458974E73,Analyst Vendor IPD,BI,29-03-2018,Closed,Closed with payments
312,EXP01-10004,06-04-2018,CLM01-1010824,Insured,COV01-1000002,INC01-100312,6A2DD4BDC5F040A0,Glass,COL,04-05-2018,Closed,Closed without payment
313,EXP01-10005,17-01-2019,CLM01-1008799,Insured,COV01-1000002,INC01-100313,C0594E1E657C4AF5,General,PD,,Open,Reported in siu
314,EXP01-10002,02-11-2018,CLM01-1005068,Insured,COV01-1000002,INC01-100314,7B83919302724F03,Analyst Vendor IPD,BI,02-12-2018,Closed,Closed with payments
315,EXP01-10005,01-03-2018,CLM01-1008401,Insured,COV01-1000002,INC01-100315,9C376287E58C4215,houseowners compound,PD,27-03-2018,Closed,Closed with payments
316,EXP01-10004,04-12-2018,CLM01-1005774,Thirdparty,COV01-1000002,INC01-100316,356B0450C4C844A6,houseowners Low Compound,COL,,Open,Reported in siu
317,EXP01-10004,27-04-2018,CLM01-1001862,Insured,COV01-1000002,INC01-100317,67A8318C7CAA4EAC,Tow,COL,28-05-2018,Closed,Closed with payments
